Application_ID,D_O_B,SEX,H_Qual,TH_CENT_CH,SEC_TH_CEN,CATEGORY,Rollno,cent_allot,cent_add,examDate,batch,rep_time
9598673,9/13/1989,F,X,WGL,KARN,OBC,,,,,,
9657127,6/14/1989,M,GRAD,WGL,KARN,ST,,,,,,
9657164,10/13/1989,F,X,WGL,KARN,GEN,,,,,,
9657217,8/22/1985,M,GRAD,WGL,KARN,OBC,,,,,,
9657229,9/20/1991,M,X,WGL,KARN,GEN,,,,,,
9657267,11/25/1995,M,GRAD,WGL,KARN,ST,,,,,,
9657269,02-05-1997,M,X,WGL,KARN,GEN,,,,,,
9657306,5/20/1992,M,GRAD,WGL,KARN,GEN,,,,,,
9657354,02-12-2000,M,X,WGL,KARN,GEN,,,,,,
9657362,10/14/1997,M,XII,WGL,KARN,ST,,,,,,
9657405,10/19/1992,F,X,WGL,KARN,GEN,,,,,,
9657424,6/20/1992,M,X,WGL,KARN,OBC,,,,,,
9657426,5/26/1992,M,X,WGL,KARN,GEN,,,,,,
9658107,11-07-2002,F,X,WGL,NALG,OBC,,,,,,
9663305,07-09-2002,F,X,MAHB,KUN,OBC,,,,,,
9663345,08-05-1997,F,X,MAHB,KUN,OBC,,,,,,
9663376,12/30/2002,F,X,MAHB,KUN,OBC,,,,,,
9663408,07-01-2003,F,X,MAHB,KUN,OBC,,,,,,
9663442,9/18/2001,F,X,MAHB,KUN,OBC,,,,,,
9663471,06-08-2004,M,X,MAHB,KUN,SC,,,,,,
9663504,1/16/2003,M,X,MAHB,KUN,SC,,,,,,
9663531,11/26/2003,M,X,MAHB,KUN,OBC,,,,,,
9663565,10/27/2004,F,UX,MAHB,KUN,OBC,,,,,,
9663596,10/23/2010,M,X,MAHB,KUN,SC,,,,,,
9663635,3/22/2002,F,X,MAHB,KUN,OBC,,,,,,
9663662,3/27/2002,M,X,MAHB,KUN,OBC,,,,,,
9663678,10/20/2003,F,X,MAHB,KUN,OBC,,,,,,
9663722,06-09-1993,F,X,MAHB,KUN,SC,,,,,,
9663754,5/20/2004,F,X,MAHB,KUN,SC,,,,,,
9663781,04-09-2004,M,X,MAHB,KUN,OBC,,,,,,
9663797,2/14/2002,F,X,MAHB,KUN,OBC,,,,,,
9663818,2/15/2004,F,X,MAHB,KUN,OBC,,,,,,
9673950,10/30/1999,F,XII,WGL,NALG,OBC,,,,,,
9675337,10/21/2003,M,X,MAHB,KUN,OBC,,,,,,
9675405,10/23/1993,F,X,MAHB,KUN,OBC,,,,,,
9675469,4/26/2002,M,X,MAHB,KUN,OBC,,,,,,
9675494,4/27/2002,M,UX,MAHB,KUN,OBC,,,,,,
9675571,06-02-2003,M,X,MAHB,KUN,OBC,,,,,,
9675707,7/17/2003,M,UX,MAHB,KUN,OBC,,,,,,
9675885,12/17/2003,F,X,MAHB,KUN,SC,,,,,,
9676525,8/23/2004,M,X,MAHB,KUN,SC,,,,,,
9682400,5/15/1997,M,XII,KRS,VIJ,GEN,,,,,,
9683764,11/21/1988,M,XII,KRS,VIJ,GEN,,,,,,
9685267,3/14/2002,M,X,KRS,VIJ,GEN,,,,,,
9686710,12-01-1991,M,XITI,KRS,VIJ,GEN,,,,,,
9686785,01-01-1989,M,XII,KRS,VIJ,GEN,,,,,,
9687139,07-12-1992,M,XII,KRS,VIJ,GEN,,,,,,
9687156,3/21/1999,F,XITI,KRS,VIJ,SC,,,,,,
9687210,03-12-1999,M,PD,KRS,VIJ,SC,,,,,,
9687288,10/15/2005,F,UX,KRS,VIJ,OBC,,,,,,
9687318,6/24/2005,M,UX,KRS,VIJ,SC,,,,,,
9687344,07-06-2005,F,UX,KRS,VIJ,GEN,,,,,,
9687352,1/24/2005,M,UX,KRS,VIJ,SC,,,,,,
9687372,4/16/2006,F,UX,KRS,VIJ,GEN,,,,,,
9687379,01-11-2005,F,UX,KRS,VIJ,GEN,,,,,,
9687408,11-07-2005,M,UX,KRS,VIJ,GEN,,,,,,
9687436,7/26/2005,M,UX,KRS,VIJ,GEN,,,,,,
9687448,4/14/2005,M,UX,KRS,VIJ,OBC,,,,,,
9687474,7/17/2005,F,UX,KRS,VIJ,OBC,,,,,,
9687481,7/13/2005,M,UX,KRS,VIJ,OBC,,,,,,
9687494,06-03-2006,F,UX,KRS,VIJ,GEN,,,,,,
9687497,01-01-2004,M,X,KRS,VIJ,SC,,,,,,
9687517,01-10-1997,M,XII,KRS,VIJ,GEN,,,,,,
9687520,12/17/2005,M,UX,KRS,VIJ,OBC,,,,,,
9687544,10-10-2005,M,UX,KRS,VIJ,OBC,,,,,,
9687565,4/19/2000,M,XII,KRS,VIJ,OBC,,,,,,
9714380,12-01-2002,F,X,MAHB,KUN,OBC,,,,,,
9714437,08-01-2002,F,X,MAHB,KUN,GEN,,,,,,
9714494,7/23/2003,F,X,MAHB,KUN,OBC,,,,,,
9714513,11/26/1999,F,X,MAHB,KUN,OBC,,,,,,
9714579,6/14/1989,M,X,MAHB,KUN,SC,,,,,,
9714612,08-06-2002,F,X,MAHB,KUN,OBC,,,,,,
9714773,6/14/1992,F,X,MAHB,KUN,OBC,,,,,,
9714829,05-04-1993,F,X,MAHB,KUN,GEN,,,,,,
9714851,06-10-1985,F,XII,MAHB,KUN,OBC,,,,,,
9714945,2/16/1985,M,X,MAHB,KUN,SC,,,,,,
9734530,06-05-1998,M,X,PRA,GUN,GEN,,,,,,
9735188,08-12-1987,M,GRAD,KUN,ANA,GEN,,,,,,
9735325,8/13/1994,F,X,PRA,GUN,GEN,,,,,,
9735631,6/20/1982,F,X,PRA,GUN,GEN,,,,,,
9735818,7/15/2001,M,X,PRA,GUN,GEN,,,,,,
9737383,06-05-1992,M,GRAD,PRA,GUN,GEN,,,,,,
9737484,6/19/1983,M,X,PRA,GUN,GEN,,,,,,
9737572,04-01-1981,M,X,PRA,GUN,GEN,,,,,,
9737640,5/17/2005,M,X,PRA,GUN,GEN,,,,,,
9737672,01-01-1981,M,X,PRA,GUN,GEN,,,,,,
9737761,07-10-1983,M,GRAD,PRA,GUN,GEN,,,,,,
9737889,6/14/2001,F,XII,PRA,GUN,GEN,,,,,,
9737961,01-01-2000,F,XII,PRA,GUN,GEN,,,,,,
9738070,6/21/2000,F,XII,PRA,GUN,GEN,,,,,,
9738104,01-01-1999,F,XII,PRA,GUN,GEN,,,,,,
9738607,02-11-2002,M,XII,EGOD,WGOD,OBC,,,,,,
9739179,4/17/2002,F,X,EGOD,WGOD,OBC,,,,,,
9739269,07-11-1988,F,X,EGOD,WGOD,GEN,,,,,,
9739305,7/17/1995,F,XII,EGOD,WGOD,GEN,,,,,,
9739379,06-10-1999,F,GRAD,EGOD,WGOD,OBC,,,,,,
9739468,08-07-1989,F,XII,EGOD,WGOD,GEN,,,,,,
9739552,11-08-2000,F,XII,EGOD,WGOD,OBC,,,,,,
9739614,07-08-1993,F,XII,EGOD,WGOD,GEN,,,,,,
9739704,06-10-1995,F,UX,EGOD,WGOD,GEN,,,,,,
9739767,4/16/1998,F,GRAD,EGOD,WGOD,GEN,,,,,,
9739835,1/18/2000,M,XII,EGOD,WGOD,GEN,,,,,,
9739881,2/20/2000,F,XII,EGOD,WGOD,OBC,,,,,,
9739984,8/23/2001,F,XII,EGOD,WGOD,GEN,,,,,,
9740071,6/15/1991,F,XII,EGOD,WGOD,GEN,,,,,,
9740692,01-01-1991,M,UX,EGOD,WGOD,GEN,,,,,,
9740807,06-05-1994,F,GRAD,EGOD,WGOD,OBC,,,,,,
9740982,06-04-2001,M,XII,EGOD,WGOD,OBC,,,,,,
9741072,06-07-1995,F,GRAD,EGOD,WGOD,OBC,,,,,,
9741167,01-01-1998,F,XII,EGOD,WGOD,OBC,,,,,,
9741322,01-01-1986,F,GRAD,EGOD,WGOD,OBC,,,,,,
9741467,1/16/1999,F,GRAD,EGOD,WGOD,OBC,,,,,,
9741578,01-01-1988,F,UX,EGOD,WGOD,OBC,,,,,,
9741716,4/17/1999,F,GRAD,EGOD,WGOD,GEN,,,,,,
9741979,7/20/2001,M,XII,GUN,VIJ,OBC,,,,,,
9744219,04-05-1996,F,GRAD,KPM,VLR,OBC,,,,,,
9744253,9/30/2002,M,XITI,KPM,VLR,OBC,,,,,,
9744256,05-05-2000,F,XII,KPM,VLR,OBC,,,,,,
9744366,01-06-2004,M,XITI,KPM,VLR,OBC,,,,,,
9744474,04-01-2003,M,XII,KPM,VLR,OBC,,,,,,
9744549,10-01-2003,F,X,KPM,VLR,OBC,,,,,,
9744737,01-01-2000,F,XII,PRA,GUN,GEN,,,,,,
9744772,6/18/1999,M,GRAD,KPM,VLR,OBC,,,,,,
9744848,01-01-2001,F,GRAD,KPM,VLR,OBC,,,,,,
9744881,6/15/1997,F,GRAD,KPM,VLR,OBC,,,,,,
9744956,01-01-1997,F,GRAD,KPM,VLR,OBC,,,,,,
9744999,05-12-1990,M,XII,KPM,VLR,OBC,,,,,,
9745094,06-02-2004,M,X,KPM,VLR,OBC,,,,,,
9745119,03-01-2005,F,X,KPM,VLR,OBC,,,,,,
9746665,7/31/2002,F,X,WGL,NALG,OBC,,,,,,
9746943,02-04-1991,M,GRAD,KARN,NIZA,SC,,,,,,
9747086,10-06-1990,M,GRAD,KARN,NIZA,OBC,,,,,,
9747823,9/22/2001,M,X,GUN,VIJ,OBC,,,,,,
9747845,5/25/2004,M,UX,GUN,VIJ,OBC,,,,,,
9749446,7/31/2001,M,XII,PRA,GUN,GEN,,,,,,
9750576,7/21/1991,M,GRAD,PRA,GUN,GEN,,,,,,
9750680,4/27/1995,F,PD,TRI,PNI,GEN,,,,,,
9751319,5/30/1982,M,XII,TRI,PNI,GEN,,,,,,
9751581,10/16/2005,M,UX,PRA,GUN,GEN,,,,,,
9751765,02-11-2005,M,UX,PRA,GUN,GEN,,,,,,
9751788,3/16/2005,M,UX,NALG,URHYD,OBC,,,,,,
9751870,1/18/2004,M,UX,NALG,URHYD,OBC,,,,,,
9751915,6/29/1991,M,X,MAHB,URHYD,GEN,,,,,,
9751930,01-09-2002,F,PD,NALG,URHYD,OBC,,,,,,
9751962,3/17/2003,F,X,NALG,URHYD,OBC,,,,,,
9752008,4/22/1994,M,XII,MAHB,URHYD,GEN,,,,,,
9752514,6/20/1998,M,GRAD,MAHB,URHYD,GEN,,,,,,
9752545,1/21/2002,M,X,GUN,VIJ,OBC,,,,,,
9752577,6/26/2003,M,X,GUN,VIJ,OBC,,,,,,
9752640,01-01-1990,M,X,MAHB,URHYD,GEN,,,,,,
9752659,07-10-1995,M,XII,MAHB,URHYD,GEN,,,,,,
9752740,04-12-2004,M,UX,GUN,VIJ,OBC,,,,,,
9752763,07-11-2005,M,UX,GUN,VIJ,OBC,,,,,,
9752791,04-07-2005,M,UX,GUN,VIJ,OBC,,,,,,
9752825,6/21/2005,M,UX,GUN,VIJ,OBC,,,,,,
9753561,6/24/1998,F,XII,TRI,PNI,GEN,,,,,,
9753589,05-05-1993,M,GRAD,MAHB,URHYD,GEN,,,,,,
9753629,06-10-1994,M,XII,MAHB,URHYD,GEN,,,,,,
9753634,7/13/1998,M,GRAD,PRA,GUN,GEN,,,,,,
9753661,6/13/1978,M,X,TRI,PNI,GEN,,,,,,
9753688,01-01-1981,M,X,PRA,GUN,GEN,,,,,,
9753733,01-01-1976,F,X,TRI,PNI,GEN,,,,,,
9753843,05-08-1990,M,GRAD,PRA,GUN,GEN,,,,,,
9753870,9/16/2000,F,XII,MAHB,URHYD,GEN,,,,,,
9753899,01-01-1999,F,GRAD,MAHB,URHYD,GEN,,,,,,
9753906,8/27/1972,M,X,TRI,PNI,GEN,,,,,,
9754004,04-10-1994,M,X,PRA,GUN,GEN,,,,,,
9754056,1/16/1980,F,UX,TRI,PNI,GEN,,,,,,
9754133,03-05-1972,M,X,PRA,GUN,GEN,,,,,,
9754649,03-12-1984,F,UX,TRI,PNI,GEN,,,,,,
9755201,1/13/1968,F,XII,TRI,PNI,GEN,,,,,,
9755485,6/21/1980,F,UX,TRI,PNI,GEN,,,,,,
9755519,9/13/1976,F,XII,TRI,PNI,GEN,,,,,,
9755756,4/27/1988,M,UX,TRI,PNI,GEN,,,,,,
9755948,07-07-1999,M,XII,KARN,NIZA,OBC,,,,,,
9757580,4/27/2003,M,X,GUN,VIJ,OBC,,,,,,
9757596,05-07-2003,M,X,GUN,VIJ,OBC,,,,,,
9757684,07-08-2005,M,UX,GUN,VIJ,OBC,,,,,,
9757730,1/14/1992,F,GRAD,KARN,NIZA,OBC,,,,,,
9757743,08-10-2000,M,XII,GUN,VIJ,OBC,,,,,,
9757905,10/27/2001,F,X,WGL,KARN,ST,,,,,,
9757932,3/19/1999,F,GRAD,TRI,PNI,GEN,,,,,,
9758035,06-05-1975,F,GRAD,TRI,PNI,GEN,,,,,,
9758052,5/30/1981,M,X,GUN,VIJ,ST,,,,,,
9758192,8/25/1985,F,UX,WGL,KARN,OBC,,,,,,
9759377,06-07-2000,F,X,TRI,PNI,GEN,,,,,,
9759425,12-02-2000,F,X,TRI,PNI,GEN,,,,,,
9759509,03-10-2001,F,X,TRI,PNI,GEN,,,,,,
9759535,07-01-2001,F,X,TRI,PNI,GEN,,,,,,
9759637,02-04-2001,F,X,TRI,PNI,GEN,,,,,,
9759649,06-03-2002,F,X,TRI,PNI,GEN,,,,,,
9759662,6/23/2002,F,X,TRI,PNI,GEN,,,,,,
9760503,05-12-1962,M,X,TRI,PNI,GEN,,,,,,
9760538,09-11-2001,F,X,TRI,PNI,GEN,,,,,,
9760551,10/13/2000,F,X,TRI,PNI,GEN,,,,,,
9760563,09-01-2000,F,X,TRI,PNI,GEN,,,,,,
9760594,7/27/2000,F,X,TRI,PNI,GEN,,,,,,
9760645,06-07-1990,F,XII,TRI,PNI,GEN,,,,,,
9760907,06-10-1992,M,UX,ANA,NEL,GEN,,,,,,
9761800,12/24/2000,M,XII,GUN,VIJ,OBC,,,,,,
9761997,12/15/2003,F,XII,VIZI,VIZ,OBC,,,,,,
9762025,5/18/1987,M,X,VIZI,VIZ,OBC,,,,,,
9762026,3/24/1989,M,X,VIZI,VIZ,OBC,,,,,,
9762027,5/24/2004,M,XII,VIZI,VIZ,OBC,,,,,,
9762028,3/17/1983,M,X,VIZI,VIZ,GEN,,,,,,
9762029,6/16/2002,F,XII,VIZI,VIZ,OBC,,,,,,
9762030,6/15/1992,M,XITI,VIZI,VIZ,OBC,,,,,,
9762031,3/19/2002,F,XII,VIZI,VIZ,SC,,,,,,
9762032,8/25/1995,M,XITI,VIZI,VIZ,OBC,,,,,,
9762033,7/20/1992,F,XII,VIZI,VIZ,SC,,,,,,
9762034,2/16/2002,F,UX,VIZI,VIZ,OBC,,,,,,
9762035,05-01-1984,M,X,VIZI,VIZ,OBC,,,,,,
9762036,5/14/1999,M,X,VIZI,VIZ,SC,,,,,,
9762037,12-01-2003,M,X,VIZI,VIZ,OBC,,,,,,
9762039,07-08-1994,F,X,VIZI,VIZ,OBC,,,,,,
9762040,01-01-1982,M,UX,VIZI,VIZ,OBC,,,,,,
9762041,07-10-1986,F,X,VIZI,VIZ,SC,,,,,,
9762042,07-10-1995,M,X,VIZI,VIZ,SC,,,,,,
9762043,07-12-1990,F,UX,VIZI,VIZ,SC,,,,,,
9762044,01-01-1995,F,X,VIZI,VIZ,OBC,,,,,,
9762045,01-01-1991,F,X,VIZI,VIZ,OBC,,,,,,
9762046,07-06-1990,M,GRAD,VIZI,VIZ,OBC,,,,,,
9762048,08-01-1992,F,X,VIZI,VIZ,OBC,,,,,,
9762049,9/25/2003,F,X,VIZI,VIZ,OBC,,,,,,
9762050,06-01-1986,F,X,VIZI,VIZ,OBC,,,,,,
9762051,3/17/1995,F,X,VIZI,VIZ,GEN,,,,,,
9762052,12/30/2004,M,X,VIZI,VIZ,OBC,,,,,,
9762054,08-12-1991,F,X,VIZI,VIZ,OBC,,,,,,
9762056,01-01-1985,M,UX,VIZI,VIZ,OBC,,,,,,
9762057,3/15/1998,M,XII,VIZI,VIZ,OBC,,,,,,
9762058,01-01-1981,F,UX,VIZI,VIZ,OBC,,,,,,
9762059,07-05-1994,M,XII,VIZI,VIZ,SC,,,,,,
9762060,01-01-1992,F,UX,VIZI,VIZ,OBC,,,,,,
9762061,08-01-1998,F,PD,VIZI,VIZ,OBC,,,,,,
9762063,5/27/2003,F,XII,VIZI,VIZ,OBC,,,,,,
9762064,12/24/1986,F,UX,VIZI,VIZ,OBC,,,,,,
9762065,7/21/1992,M,X,VIZI,VIZ,SC,,,,,,
9762066,07-01-1997,F,XII,VIZI,VIZ,OBC,,,,,,
9762068,06-10-2002,F,XII,VIZI,VIZ,OBC,,,,,,
9762070,06-06-1998,M,XII,VIZI,VIZ,OBC,,,,,,
9762071,4/15/2004,M,X,VIZI,VIZ,OBC,,,,,,
9762072,08-05-1995,F,GRAD,VIZI,VIZ,OBC,,,,,,
9762074,5/18/1985,M,X,VIZI,VIZ,OBC,,,,,,
9762077,05-12-2001,M,X,VIZI,VIZ,OBC,,,,,,
9762078,06-05-1998,F,XII,VIZI,VIZ,OBC,,,,,,
9762079,08-05-2000,M,X,VIZI,VIZ,OBC,,,,,,
9762190,01-01-1973,M,UX,PRA,GUN,GEN,,,,,,
9762231,6/27/2002,M,X,GUN,VIJ,OBC,,,,,,
9762643,7/13/2005,F,UX,KRS,VIJ,OBC,,,,,,
9762647,08-05-1990,M,XII,ANA,KUN,GEN,,,,,,
9762660,06-01-1999,F,X,ANA,KUN,GEN,,,,,,
9762664,01-10-1997,M,XII,KRS,VIJ,GEN,,,,,,
9762676,9/15/2002,M,X,KRS,VIJ,OBC,,,,,,
9762678,05-01-1989,F,XII,ANA,KUN,GEN,,,,,,
9762689,8/27/2001,M,X,KRS,VIJ,GEN,,,,,,
9762693,01-01-1978,M,X,ANA,CTT,OBC,,,,,,
9762704,8/31/2004,M,X,KRS,VIJ,GEN,,,,,,
9762714,01-01-2003,F,X,ANA,CTT,OBC,,,,,,
9762716,10-02-2002,M,X,KRS,VIJ,OBC,,,,,,
9762726,01-01-1975,M,X,ANA,KUN,GEN,,,,,,
9762790,09-11-2003,M,X,EGOD,WGOD,GEN,,,,,,
9762798,01-01-1992,F,GRAD,EGOD,WGOD,OBC,,,,,,
9762809,01-01-1992,F,XII,EGOD,WGOD,OBC,,,,,,
9762815,2/25/1996,F,OTH,EGOD,WGOD,SC,,,,,,
9762829,05-12-1988,F,XII,EGOD,WGOD,ST,,,,,,
9762840,3/16/1998,M,XII,EGOD,WGOD,OBC,,,,,,
9762848,12/14/2000,F,XII,EGOD,WGOD,GEN,,,,,,
9762861,01-01-1974,M,X,ANA,KUN,OBC,,,,,,
9762875,01-01-2000,M,X,ANA,KUN,OBC,,,,,,
9762893,01-01-2002,F,X,ANA,KUN,OBC,,,,,,
9762902,2/15/1993,F,GRAD,EGOD,WGOD,SC,,,,,,
9762906,01-01-1978,F,X,ANA,KUN,OBC,,,,,,
9762922,06-04-2004,M,X,KRS,VIJ,OBC,,,,,,
9762924,01-01-1995,F,XII,EGOD,WGOD,SC,,,,,,
9762928,01-01-1983,F,X,ANA,KUN,OBC,,,,,,
9762931,8/28/1998,M,XII,EGOD,WGOD,OBC,,,,,,
9762935,09-05-2003,M,X,KRS,VIJ,OBC,,,,,,
9762949,6/21/1999,F,GRAD,EGOD,WGOD,GEN,,,,,,
9762950,3/17/2002,M,X,KRS,VIJ,OBC,,,,,,
9762958,1/15/1996,F,GRAD,EGOD,WGOD,GEN,,,,,,
9762967,08-02-1991,F,X,KRS,VIJ,GEN,,,,,,
9762982,01-01-1988,M,X,KRS,VIJ,GEN,,,,,,
9762988,06-05-2000,M,XII,GUN,VIJ,OBC,,,,,,
9762997,8/15/1986,F,XII,EGOD,WGOD,GEN,,,,,,
9763004,07-06-2004,M,X,KRS,VIJ,SC,,,,,,
9763012,01-01-2001,F,X,EGOD,WGOD,GEN,,,,,,
9763018,7/16/1990,M,XII,KRS,VIJ,GEN,,,,,,
9763023,11-08-2000,F,XII,EGOD,WGOD,GEN,,,,,,
9763028,12/22/2004,M,UX,KRS,VIJ,GEN,,,,,,
9763035,09-03-2000,F,XII,EGOD,WGOD,GEN,,,,,,
9763057,01-05-2006,F,UX,EGOD,WGOD,GEN,,,,,,
9763072,9/14/2005,F,UX,KRS,VIJ,OBC,,,,,,
9763081,01-09-2005,F,UX,KRS,VIJ,OBC,,,,,,
9763098,11-10-2003,F,UX,KRS,VIJ,OBC,,,,,,
9763110,04-11-2005,F,UX,KRS,VIJ,OBC,,,,,,
9763126,10/26/2004,F,UX,KRS,VIJ,OBC,,,,,,
9763138,03-07-2005,F,UX,KRS,VIJ,ST,,,,,,
9763146,5/22/2002,F,UX,KRS,VIJ,SC,,,,,,
9763156,01-01-2004,F,X,KRS,VIJ,OBC,,,,,,
9763165,10/27/2003,F,UX,KRS,VIJ,SC,,,,,,
9763171,5/20/1982,M,XITI,WGOD,EGOD,GEN,,,,,,
9763181,5/31/2005,F,UX,KRS,VIJ,GEN,,,,,,
9763206,7/28/2005,F,UX,KRS,VIJ,GEN,,,,,,
9763225,6/27/2004,F,UX,KRS,VIJ,OBC,,,,,,
9763244,4/29/1973,M,GRAD,WGOD,EGOD,GEN,,,,,,
9763261,08-01-2004,F,UX,KRS,VIJ,GEN,,,,,,
9763271,10-02-2004,F,UX,KRS,VIJ,OBC,,,,,,
9763278,8/19/2006,F,UX,KRS,VIJ,GEN,,,,,,
9763289,4/28/2005,F,UX,KRS,VIJ,OBC,,,,,,
9763298,5/27/2005,F,UX,KRS,VIJ,SC,,,,,,
9763360,03-02-2005,F,UX,KRS,VIJ,OBC,,,,,,
9763368,01-01-2002,M,UX,KRS,VIJ,SC,,,,,,
9763370,1/17/1999,F,X,PRA,GUN,GEN,,,,,,
9763374,06-08-2004,M,UX,KRS,VIJ,GEN,,,,,,
9763387,07-10-2004,M,UX,KRS,VIJ,GEN,,,,,,
9763394,10/14/2003,M,UX,KRS,VIJ,GEN,,,,,,
9763399,3/26/2004,M,UX,KRS,VIJ,GEN,,,,,,
9763407,6/16/2005,F,UX,KRS,VIJ,GEN,,,,,,
9763413,1/30/2004,F,UX,KRS,VIJ,OBC,,,,,,
9763416,11-12-2004,F,UX,KRS,VIJ,OBC,,,,,,
9763427,11/20/2003,F,UX,KRS,VIJ,OBC,,,,,,
9763434,10-11-2004,F,UX,KRS,VIJ,OBC,,,,,,
9763440,9/22/2005,M,UX,KRS,VIJ,SC,,,,,,
9763450,4/13/2003,M,UX,KRS,VIJ,SC,,,,,,
9763452,10/20/2004,M,UX,KRS,VIJ,GEN,,,,,,
9763462,2/20/2003,F,UX,KRS,VIJ,OBC,,,,,,
9763466,11/14/2003,F,UX,KRS,VIJ,SC,,,,,,
9763544,08-12-2004,F,X,GUN,VIJ,OBC,,,,,,
9763546,11-04-2003,M,X,GUN,VIJ,OBC,,,,,,
9763688,01-01-1985,M,UX,ANA,KUN,OBC,,,,,,
9763910,09-11-1988,M,UX,EGOD,WGOD,OBC,,,,,,
9763917,08-08-2004,F,X,EGOD,WGOD,GEN,,,,,,
9763924,6/15/2003,F,X,EGOD,WGOD,GEN,,,,,,
9763937,01-01-1985,F,XII,EGOD,WGOD,GEN,,,,,,
9763946,01-01-1986,F,UX,EGOD,WGOD,GEN,,,,,,
9763963,01-01-2002,F,XII,EGOD,WGOD,GEN,,,,,,
9763970,01-01-1988,F,X,EGOD,WGOD,OBC,,,,,,
9763983,01-01-1985,F,XII,EGOD,WGOD,OBC,,,,,,
9763998,11/27/1995,M,X,EGOD,WGOD,OBC,,,,,,
9764011,7/19/2004,F,X,EGOD,WGOD,GEN,,,,,,
9764020,01-01-1991,M,X,EGOD,WGOD,SC,,,,,,
9764028,01-01-1983,M,X,EGOD,WGOD,GEN,,,,,,
9764032,4/15/1985,M,X,ANA,KUN,GEN,,,,,,
9764053,06-02-1984,M,X,ANA,KUN,OBC,,,,,,
9764069,06-08-1990,F,XII,ANA,KUN,OBC,,,,,,
9764079,01-01-1970,M,UX,ANA,KUN,OBC,,,,,,
9764097,01-01-1970,M,UX,ANA,KUN,GEN,,,,,,
9764116,01-01-1985,M,X,ANA,KUN,OBC,,,,,,
9764131,01-01-2002,M,X,ANA,KUN,OBC,,,,,,
9764137,6/16/2001,F,XII,EGOD,WGOD,GEN,,,,,,
9764143,1/28/1989,F,GRAD,EGOD,WGOD,GEN,,,,,,
9764146,01-01-2001,M,X,ANA,KUN,OBC,,,,,,
9764148,01-01-1998,F,X,EGOD,WGOD,GEN,,,,,,
9764174,01-01-2002,M,UX,ANA,KUN,OBC,,,,,,
9764186,01-01-2002,M,X,ANA,KUN,GEN,,,,,,
9764363,01-01-1986,M,UX,ANA,KUN,GEN,,,,,,
9764377,02-10-1988,M,X,ANA,KUN,OBC,,,,,,
9764422,04-01-1982,M,X,ANA,KUN,GEN,,,,,,
9764428,01-01-1955,F,UX,ANA,KUN,GEN,,,,,,
9764442,01-01-1990,F,UX,ANA,KUN,GEN,,,,,,
9764455,01-01-1970,M,X,ANA,KUN,GEN,,,,,,
9764494,5/16/1997,M,XITI,PRA,ANA,OBC,,,,,,
9764605,08-10-1998,M,X,CTT,URHYD,OBC,,,,,,
9765069,6/26/2004,F,X,PRA,GUN,GEN,,,,,,
9765270,6/14/2003,F,X,PRA,GUN,GEN,,,,,,
9765271,06-08-1999,F,X,PRA,GUN,GEN,,,,,,
9765273,01-01-2001,M,X,PRA,GUN,GEN,,,,,,
9765274,01-01-1988,F,GRAD,PRA,GUN,GEN,,,,,,
9765275,06-01-1985,M,X,PRA,GUN,GEN,,,,,,
9765276,06-05-1986,M,X,PRA,GUN,OBC,,,,,,
9765277,06-06-1996,F,X,PRA,GUN,OBC,,,,,,
9765278,6/15/2001,M,X,PRA,GUN,OBC,,,,,,
9765279,06-01-2003,F,X,PRA,GUN,SC,,,,,,
9765281,06-05-2004,M,X,PRA,GUN,SC,,,,,,
9765282,06-08-2002,F,X,PRA,GUN,SC,,,,,,
9765284,08-05-2004,M,X,PRA,GUN,SC,,,,,,
9765361,5/25/2000,F,OTH,VIZ,VIZI,ST,,,,,,
9765482,03-11-2000,F,XII,VIZ,VIZI,ST,,,,,,
9765498,07-06-2002,F,XII,VIZ,VIZI,ST,,,,,,
9765533,3/20/1998,M,XII,VIZ,VIZI,ST,,,,,,
9765547,8/31/1993,M,GRAD,VIZ,VIZI,ST,,,,,,
9765687,05-10-1983,M,GRAD,ANA,KUN,OBC,,,,,,
9765705,01-01-1958,M,UX,ANA,KUN,OBC,,,,,,
9765764,01-01-1977,M,UX,ANA,KUN,GEN,,,,,,
9765864,10-10-1997,M,X,WGL,KARN,OBC,,,,,,
9765934,11/24/2000,M,X,WGL,KARN,OBC,,,,,,
9765977,08-01-1996,M,X,WGL,KARN,OBC,,,,,,
9765980,06-06-1990,M,GRAD,VIZ,VIZI,ST,,,,,,
9766056,02-04-1993,M,X,WGL,KARN,ST,,,,,,
9766268,04-12-1998,F,X,ANA,KUN,OBC,,,,,,
9766284,01-01-1988,M,UX,ANA,KUN,OBC,,,,,,
9766301,01-01-1985,F,X,ANA,KUN,OBC,,,,,,
9766319,06-04-1973,M,X,ANA,KUN,OBC,,,,,,
9766341,01-01-1984,M,UX,ANA,KUN,OBC,,,,,,
9766385,01-01-1975,M,UX,ANA,KUN,OBC,,,,,,
9766404,01-01-2002,F,UX,ANA,KUN,GEN,,,,,,
9766418,01-01-1977,M,X,ANA,KUN,GEN,,,,,,
9766436,01-01-1984,F,UX,ANA,KUN,OBC,,,,,,
9766512,01-01-1996,M,X,ANA,KUN,OBC,,,,,,
9767224,06-12-1989,M,X,PRA,GUN,OBC,,,,,,
9767242,8/13/1991,M,UX,PRA,GUN,OBC,,,,,,
9767426,06-03-1995,F,GRAD,PRA,GUN,OBC,,,,,,
